Goal,Target,Indicator,Indicator Description,PDF Link
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01a.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01a.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01b.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01b.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-02.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-02.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-02.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-02.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.4: By 2030, ensure sustainable food production systems and implement resilient agricultural practices that increase productivity and production, that help maintain ecosystems, that strengthen capacity for adaptation to climate change, extreme weather, drought, flooding and other disasters and that progressively improve land and soil quality",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01a.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01a.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01b.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-01b.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-02.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.5.1:,"Indicator 2.5.1:
 		      							Number of (a) plant and (b) animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities",/sdgs/metadata/files/Metadata-02-05-02.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-02.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-02.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.5: By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-02.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.a.1:,"Indicator 2.a.1:
 		      							The agriculture orientation index for government expenditures",/sdgs/metadata/files/Metadata-02-0A-02.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.a: Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.b: Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.b: Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round",Indicator 2.b.1:,"Indicator 2.b.1:
 		      							Agricultural export subsidies",/sdgs/metadata/files/Metadata-02-0B-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.b: Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.b: Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.docx
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.c: Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.pdf
"Goal 2. End hunger, achieve food security and improved nutrition and promote sustainable agriculture","Target 2.c: Adopt measures to ensure the proper functioning of food commodity markets and their derivatives and facilitate timely access to market information, including on food reserves, in order to help limit extreme food price volatility",Indicator 2.c.1:,"Indicator 2.c.1:
 		      							Indicator of food price anomalies",/sdgs/metadata/files/Metadata-02-0C-01.docx
